trailingEps,forwardEps,heldPercentInsiders,heldPercentInstitutions,profitMargins,priceToSalesTrailing12Months,payOutRatio,fiveYearAvgDividendYield,beta,overallRisk,boardRisk,ESG_score
4.66,,0.00243,0.95401,0.27434,8.533953,,,0.867,3,2,18.77
,,,,,,,,,,,18.77
4.359,,0.00243,0.95401,0.27434,9.696598,,,0.867,3,2,18.77
,,0.00243,0.95401,0.27434,,,,0.867,3,2,18.77
0.92,,0.54546,0.21829,0.20966,0.038946923,,1.62,0.794,4,2,22.11
0.84,,0.54546,0.21829,0.20966,0.036421295,,1.65,0.794,4,2,22.11
136.19,152.29,0.54546,0.21829,0.20966,5.955446,,1.63,0.794,4,2,22.11
,,,,,,,,,,,22.11
1.96,2.49,0.25886,0.22205,0.07506,1.0522038,,1.04,0.569,8,8,71.73
2.16,2.66,3.0000001e-05,0.38072,0.07506,1.1575036,,1.21,0.569,8,8,19.96
0.25,,3.0000001e-05,0.38072,0.07506,0.13109392,,,0.569,8,8,19.96
,,,,,,,,,,,29.96
,,,,,,,,,,,29.96
0.27,,0.11106,0.45397,0.1437,0.29893756,,1.48,0.143,6,4,29.96
,,,,,,,,,,,29.96
,,,,,,,,,,,24.08
5.13,8.33,0.0050700004,0.90200996,0.16338,1.7097671,,3.05,1.53,5,6,24.08
5.13,,0.0050700004,0.90200996,0.16338,1.7004482,,,1.53,5,6,24.08
,,,,,,,,,,,24.08
,,,,,,,,,,,24.08
,,,,,,,,,,,24.08
,,,,,,,,,,,24.08
29.16,,0.75389,0.14081,0.15632,5.2703395,,0.83,0.543,5,4,38.3
28.83,,0.75389,0.14081,0.15632,5.274064,,0.83,0.543,5,4,38.3
,,,,,,,,,,,24.01
,,,,,,,,,,,24.01
,,,,,,,,,,,24.01
,,,,,,,,,,,24.01
,,,,,,,,,,,24.01
,,,,,,,,,,,18.82
,,,,,,,,,,,18.82
0.23,,0.0016,0.30785,0.26722,1.5178825,,5.53,1.038,2,2,18.82
,,,,,,,,,,,18.82
,,,,,,,,,,,18.82
,,,,,,,,,,,56.85
,,,,,,,,,,,25.23
,,,,,,,,,,,15.27
135.93,,0.54675,0.15998,0.06436,0.2800148,,5.55,1.001,4,5,37.75
128.06,,0.00446,0.24723,0.15093,4.551249,,,0.675,10,9,24.22
7.0,,0.00446,0.24723,0.15093,0.25087884,,,0.675,10,9,24.22
,,,,,,,,,,,26.87
,,,,,,,,,,,26.87
4.36,,0.47307998,0.27532,0.100080006,1.2009671,,4.51,0.325,3,4,26.87
,,,,,,,,,,,26.87
,,0.0068800002,0.92971003,0.11805,,,,-0.024,6,5,22.24
133.21,,0.0068800002,0.92971003,0.11805,56.899704,,,-0.024,6,5,22.24
0.33,4.06,0.70599,0.06985,0.0387,0.04325203,,1.39,0.206,,,28.44
6.03,4.45,0.70599,0.06985,0.0387,0.782184,,1.4,0.206,,,28.44
,,,,,,,,,,,28.44
3.01,,0.64271003,0.20306998,0.09731,3.316582,,0.74,0.137,8,7,24.09
3.01,4.73,0.64271003,0.20306998,0.09731,3.2383256,,0.57,0.137,8,7,24.09
3.01,,0.64271003,0.20306998,0.09731,3.1875007,,,0.137,8,7,24.09
1.41,1.01,0.00028,0.56538,0.39007,2.287307,,13.8,1.192,7,6,20.07
,,0.00028,0.56538,0.39007,,,,1.192,7,6,20.07
1.41,,0.00028,0.56538,0.39007,2.2857692,,,1.192,7,6,20.07
1.39,,0.00028,0.56538,0.39007,2.2439907,,13.25,1.192,7,6,20.07
19.362,,0.00028,0.56538,0.39007,,,,1.192,7,6,20.07
1.4,,0.00028,0.56538,0.39007,2.2980719,,,1.192,7,6,20.07
,,,,,,,,,,,20.07
,,,,,,,,,,,20.07
,,,,,,,,,,,27.54
,,,,,,,,,,,21.31
,,,,,,,,,,,18.25
,,,,,,,,,,,32.99
-7.57,,0.10416,0.43051997,-0.52659,2.3399422,,7.44,0.24,3,1,32.99
,,,,,,,,,,,32.99
,,,,,,,,,,,32.99
,,,,,,,,,,,32.99
17.33,,0.48561,0.22628,0.07288,0.47010264,,4.58,1.184,7,6,24.75
74.32,,0.48561,0.22628,0.07288,1.9681214,,,1.184,7,6,24.75
17.33,,0.48561,0.22628,0.07288,0.4582374,,5.32,1.184,7,6,24.75
,,,,,,,,,,,24.75
,,,,,,,,,,,24.75
,,,,,,,,,,,24.75
,,,,,,,,,,,24.75
17.33,15.07,0.48561,0.22628,0.07288,0.45936325,,5.32,1.184,7,6,24.75
0.56,0.47,0.00386,0.30893,0.24745001,1.2355744,,4.96,1.343,1,2,22.38
0.25,,0.0016,0.30785,0.26722,1.6256121,,,1.038,2,2,18.82
159.689,,0.11725,0.50560004,0.25605,40.02954,,,1.609,2,4,25.45
6.71,,0.11725,0.50560004,0.25605,1.8018063,,5.27,1.609,2,4,25.45
6.12,9.82,0.11725,0.50560004,0.25605,1.6392967,,5.26,1.609,2,4,25.45
6.12,,0.11725,0.50560004,0.25605,1.6446398,,,1.609,2,4,25.45
,,,,,,,,,,,25.45
6.12,,0.11725,0.50560004,0.25605,1.6443727,,5.26,1.609,2,4,25.45
1.36,,0.0154,0.60182,0.0319,1.3807024,,2.63,0.432,1,1,19.85
,,,,,,,,,,,25.45
,,,,,,,,,,,25.45
,,,,,,,,,,,25.45
2.81,,0.13178,0.58911,0.28151,2.757916,,2.37,1.388,7,7,28.3
0.13,,0.72229,0.06146,0.0499,1.2404201,,3.13,1.341,8,9,32.34
,,,,,,,,,,,20.56
,,,,,,,,,,,20.56
,,,,,,,,,,,20.56
,,,,,,,,,,,20.56
0.16,,0.64825994,0.04636,0.2832,0.20129848,,4.05,0.577,10,3,20.56
,,,,,,,,,,,20.56
4.381,,0.00483,0.97117996,0.118190005,,,,1.848,8,1,28.3
3.53,3.32,0.00483,0.97117996,0.118190005,1.2712792,,5.42,1.848,8,1,28.3
354.43,356.51,0.72168,0.23606001,0.3946,2.7765617,,7.76,0.346,,,24.9
22.21,29.74,0.01828,0.55918,0.077309996,0.99025935,,3.27,1.105,1,1,27.06
0.04,0.21,0.75965,0.12642,0.01959,1.2784797,,1.43,0.749,9,9,12.51
0.04,,0.75965,0.12642,0.01959,1.2899975,,,0.749,9,9,12.51
0.04,,0.75965,0.12642,0.01959,1.3074648,,1.24,0.749,9,9,12.51
-0.03,,0.73352,0.13692,0.14384,0.8511325,,1.29,0.797173,9,10,12.51
,,,,,,,,,,,12.51
,,,,,,,,,,,12.51
,,,,,,,,,,,12.51
3.53,,0.00158,0.87397003,0.18903999,2.1958556,,,1.102,1,2,20.93
109.41,,0.00151,0.97136,0.23044,6.842577,,,1.344624,1,2,19.23
108.02,,0.0013600001,0.96999,0.20075001,5.025288,,,1.403,1,2,19.23
107.92,,0.0013600001,0.96999,0.20075001,5.0716705,,,1.403,1,2,19.23
0.6,,0.1736,0.62114,0.00403,0.11584662,,4.77,0.718,7,5,16.25
2.86,4.63,0.01766,0.94081,0.03965,1.672957,,1.55,0.532,2,3,17.01
51.94,,0.01766,0.94081,0.03965,30.453613,,,0.532,2,3,17.01
792.52,,0.70669,0.17323999,0.1421,5.3736396,,0.51,0.677,2,3,8.33
788.16,664.18,0.70669,0.17323999,0.1421,5.407505,,0.51,0.677,2,3,8.33
3.2,3.47,0.51624,0.20582001,0.018550001,0.2730601,,4.8,0.869,4,5,35.2
,,0.51624,0.20582001,0.018550001,,,,0.869,4,5,35.2
2.92,,0.51624,0.20582001,0.018550001,0.24931256,,4.81,0.869,4,5,35.2
-2.02,0.52,0.04103,0.70274,-0.11806,0.20744906,,5.36,2.154,3,6,51.88
,,,,,,,,,,,51.88
1.29,0.61,0.00045000002,0.38339,0.29524,2.2227058,,5.39,1.463,1,4,23.22
1.29,1.36,0.00045000002,0.38339,0.29524,2.2409315,,5.38,1.463,1,4,23.22
,,,,,,,,,,,23.22
,,,,,,,,,,,23.22
,,,,,,,,,,,23.22
,,,,,,,,,,,23.22
,,,,,,,,,,,23.22
,,,,,,,,,,,23.22
4.16,4.93,0.0108,0.94387,0.08422,2.3351521,,0.64,1.406,5,8,23.33
4.14,,0.0108,0.94387,0.08422,2.3699603,,,1.406,5,8,23.33
,,,,,,,,,,,23.33
3.171,,0.0108,0.94387,0.08422,,,,1.406,5,8,23.33
1.19,81.18,0.00187,0.69763,0.14467,1.4320236,,2.21,1.136,1,1,9.62
,,,,,,,,,,,24.23
-1.09,,0.44904,0.17596,-0.0647,0.044711325,,,0.967,3,3,24.23
,,,,,,,,,,,24.23
,,,,,,,,,,,21.95
,,,,,,,,,,,21.95
0.23,,0.02279,0.24375,0.2085,0.36375985,,4.48,0.639,6,6,21.95
,,,,,,,,,,,21.95
,,,,,,,,,,,37.55
1.68,1.54,0.42001,0.2727,7.13256,23.988358,,1.21,0.589,8,5,37.55
,,,,,,,,,,,11.27
0.93,0.73,0.00837,1.0161799,0.24504,5.024694,,5.04,1.502,1,1,11.27
,,,,,,,,,,,11.27
60646.1,,0.39492,0.20097,0.264,2.261936,,,0.894,10,10,45.76
40.42,,0.0036300002,0.6632,0.264,2.2572515,,,0.894,10,10,20.66
739.95,,0.0036300002,0.6632,0.264,40.576637,,,0.894,10,10,20.66
-5.92,-1.96,0.44904,0.17596,-0.0647,0.23636946,,,0.967,3,3,24.23
-1.47,,0.0019200001,0.69139,-1.60935,6.5558023,,4.97,1.524,1,1,9.36
,,,,,,,,,,,28.5
3.55,,0.00098,0.79173,0.17830999,2.1859207,,,0.372,2,6,22.74
,,,,,,,,,,,22.74
,,,,,,,,,,,22.74
,,,,,,,,,,,22.74
,,,,,,,,,,,22.74
,,,,,,,,,,,25.93
2.7,1.92,0.31,0.26766002,0.25831,1.325884,,3.51,0.769,5,8,9.28
2.7,,0.31,0.26766002,0.25831,1.3270421,,3.58,0.769,5,8,9.28
2.7,,0.31,0.26766002,0.25831,1.3449639,,3.51,0.769,5,8,9.28
2.7,,0.31,0.26766002,0.25831,1.3154349,,3.51,0.769,5,8,9.28
,,,,,,,,,,,9.28
,,,,,,,,,,,9.28
0.65,,0.00386,0.30893,0.24745001,1.4579253,,4.94,1.343,1,2,22.38
0.65,,0.00386,0.30893,0.24745001,1.4579262,,4.95,1.343,1,2,22.38
,,,,,,,,,,,22.38
,,,,,,,,,,,22.38
,,,,,,,,,,,22.38
,,,,,,,,,,,22.38
,,,,,,,,,,,22.38
,,,,,,,,,,,22.38
,,,,,,,,,,,33.1
,,,,,,,,,,,19.85
,,,,,,,,,,,19.85
,,,,,,,,,,,19.85
,,,,,,,,,,,19.85
,,,,,,,,,,,19.85
,,,,,,,,,,,19.85
0.71,,0.00357,0.72431,0.080469996,2.0455818,,3.65,0.35,9,4,26.15
0.71,,0.00357,0.72431,0.080469996,2.0436149,,,0.35,9,4,26.15
,,,,,,,,,,,26.15
,,,,,,,,,,,26.15
,,,,,,,,,,,26.15
,,,,,,,,,,,26.15
0.19,,0.36619,0.29437,0.08957,0.50376195,,6.53,0.716,6,8,19.82
,,,,,,,,,,,23.57
,,,,,,,,,,,23.57
,,,,,,,,,,,23.57
,,,,,,,,,,,23.57
,,,,,,,,,,,23.57
,,,,,,,,,,,23.57
,,,,,,,,,,,19.82
,,,,,,,,,,,19.82
,,,,,,,,,,,19.82
,,,,,,,,,,,20.48
,,,,,,,,,,,20.48
,,,,,,,,,,,20.48
,,,,,,,,,,,26.19
1.83,146.79,0.00852,0.72265,0.0446,1.0113131,,2.08,0.461,3,4,17.68
,,,,,,,,,,,17.68
,,,,,,,,,,,17.68
,,,,,,,,,,,17.68
,,,,,,,,,,,17.68
,,,,,,,,,,,20.63
5.22,9.17,0.11257,0.84142,0.02856,0.3539093,,3.25,1.509,1,1,15.89
,,,,,,,,,,,15.89
,,,,,,,,,,,15.89
,,,,,,,,,,,15.89
,,,,,,,,,,,15.89
,,,,,,,,,,,15.89
1.304,,0.02927,0.16225,,-18.506594,,,1.093,,,30.97
,,,,,,,,,,,35.2
,,,,,,,,,,,35.2
,,,,,,,,,,,35.2
,,,,,,,,,,,35.2
,,,,,,,,,,,35.2
,,,,,,,,,,,18.84
,,,,,,,,,,,18.84
,,,,,,,,,,,18.84
,,,,,,,,,,,26.69
,,,,,,,,,,,26.69
,,,,,,,,,,,26.69
,,,,,,,,,,,26.69
,,,,,,,,,,,20.08
,,,,,,,,,,,20.08
,,,,,,,,,,,20.08
,,,,,,,,,,,20.08
,,,,,,,,,,,24.22
,,,,,,,,,,,24.22
,,,,,,,,,,,24.22
,,,,,,,,,,,24.22
,,,,,,,,,,,24.22
,,,,,,,,,,,24.22
,,,,,,,,,,,19.75
,,,,,,,,,,,19.75
,,,,,,,,,,,19.75
,,,,,,,,,,,19.75
1.21,1.18,0.7062,0.06792,0.00154,0.05837256,,,0.733,3,5,19.75
,,,,,,,,,,,19.75
,,,,,,,,,,,19.75
0.61,0.41,0.49257,0.20218,0.37278,2.606336,,4.23,0.788,1,3,17.26
2.737,,0.49257,0.20218,0.37278,39.63621,,,0.788,1,3,17.26
0.61,,0.49257,0.20218,0.37278,2.6186724,,4.21,0.788,1,3,17.26
0.61,,0.49257,0.20218,0.37278,2.5960636,,4.22,0.788,1,3,17.26
4.44,,0.00026,0.49113,0.29496,2.020611,,5.31,1.103,1,3,17.73
,,,,,,,,,,,17.73
,,,,,,,,,,,17.73
,,,,,,,,,,,17.73
,,,,,,,,,,,17.73
-24.17,,0.53795,0.24872999,-0.62539,0.007267649,,7.21,0.83,8,8,21.11
,,,,,,,,,,,21.11
,,,,,,,,,,,21.11
-24.17,,0.53795,0.24872999,-0.62539,0.0073210024,,7.21,0.83,8,8,21.11
,,,,,,,,,,,21.11
-0.68,,0.0029699998,0.65668,,,,,,,,24.43
-2.43,,0.23663001,0.54402,,,,9.46,,,,26.22
,,,0.08625,,0.166125,,,1.489,,,66.44
3.4,1.91,0.01481,0.98091006,0.26081,6.22657,,3.12,0.844,9,5,16.09
,,,,,,,,,,,16.09
,,,,,,,,,,,16.09
,,,,,,,,,,,16.09
0.32,,0.50939,0.21229,0.11324,4.218248,,0.8,0.548,8,7,18.38
,,,,,,,,,,,30.83
,,,,,,,,,,,30.83
,,,,,,,,,,,30.83
,,,,,,,,,,,30.83
,,,,,,,,,,,30.83
10.27,,0.088549994,0.61571,0.07384,1.8413001,,1.43,1.059,2,3,10.66
9.37,13.54,0.088549994,0.61571,0.07384,1.6573298,,1.41,1.059,2,3,10.66
9.37,,0.088549994,0.61571,0.07384,1.6848716,,,1.059,2,3,10.66
9.37,,0.088549994,0.61571,0.07384,1.646265,,1.41,1.059,2,3,10.66
9.37,,0.088549994,0.61571,0.07384,1.6544039,,1.4,1.059,2,3,10.66
1.92,4.36,0.02497,0.87227994,0.03957,1.0127338,,,2.037,3,2,16.69
1.29,,0.24308,0.39946997,0.01958,0.12961678,,2.77,0.487,7,6,21.59
-0.05,1.09,0.00495,0.48348,-0.00343,0.69257694,,4.63,2.55,10,10,24.49
1.74,0.7,0.08392,0.90846,0.17186001,1.601885,,,2.06,2,2,48.57
0.51,,,0.05529,0.06871,0.102348514,,417.52,0.883,,,49.18
8.58,4.64,,0.05529,0.06871,1.6263648,,1.31,0.883,,,49.18
0.47,6.55,,0.05529,0.06871,0.08700483,,1.38,0.883,,,49.18
,,,,,,,,,,,21.59
1.29,,0.24308,0.39946997,0.01958,0.1290423,,2.77,0.487,7,6,21.59
1.29,,0.24308,0.39946997,0.01958,0.1293295,,2.78,0.487,7,6,21.59
-26.47,,0.53795,0.24872999,-0.62539,0.008097265,,5.52,0.83,8,8,21.11
,,,,,,,,,,,25.19
,,,,,,,,,,,25.19
,,,,,,,,,,,25.19
,,,,,,,,,,,25.19
36.71,,0.97502,0.00448,0.07317,1.7108601,,1.47,1.056,9,9,17.51
36.75,,0.97502,0.00448,0.07317,1.7076981,,,1.056,9,9,17.51
,,,,,,,,,,,12.02
,,,,,,,,,,,12.02
,,,,,,,,,,,12.02
,,,,,,,,,,,12.02
-0.04,0.62,0.72764,0.13019,-0.00086000003,0.040442385,,3.79,2.289,2,3,27.97
0.07,,0.71546996,0.16299999,0.00068000006,0.041339364,,,2.407563,5,4,27.97
,,,,,,,,,,,27.97
,,,,,,,,,,,27.97
,,,,,,,,,,,27.97
,,,,,,,,,,,27.97
,,,,,,,,,,,27.97
16.54,13.97,0.00429,1.06741,0.17916,1.5083162,,2.17,1.343,4,4,26.13
18.686,,0.00429,1.06741,0.17916,1.8933486,,,1.343,4,4,26.13
,,,,,,,,,,,26.13
,,,,,,,,,,,26.13
,,,,,,,,,,,26.13
,,,,,,,,,,,26.13
0.1,0.19,0.67285,0.26326,0.121750005,4.0301905,,3.68,0.128,,,25.22
,,,,,,,,,,,24.55
,,,,,,,,,,,24.55
0.81,,0.00083,0.58626,0.14850001,0.3108381,,8.82,1.096,3,2,24.55
,,,,,,,,,,,24.55
,,,,,,,,,,,24.55
,,0.54662997,0.33863997,0.01548,,,,0.651,,,23.29
76.95,130.46,0.54662997,0.33863997,0.01548,0.33709753,,5.3,0.651,,,23.29
8.43,10.56,0.13501,0.87281996,0.0068699997,0.16127813,,1.45,0.446,3,5,12.75
8.43,,0.13501,0.87281996,0.0068699997,0.16253135,,1.46,0.446,3,5,12.75
8.198,,0.13501,0.87281996,0.0068699997,0.18353681,,,0.446,3,5,12.75
8.37,,0.13501,0.87281996,0.0068699997,0.16304085,,,0.446,3,5,12.75
14.941,,0.31497,0.55584,0.07871,,,,2.785,5,8,39.31
1.45,1.32,0.31497,0.55584,0.07871,0.61405045,,1.69,2.785,5,8,39.31
,,,,,,,,,,,22.16
,,,,,,,,,,,22.16
,,,,,,,,,,,22.16
,,,,,,,,,,,27.34
,,,,,,,,,,,27.34
,,,,,,,,,,,29.37
,,,,,,,,,,,29.37
,,,,,,,,,,,29.37
0.75,0.58,0.77658,0.0367,0.05237,0.8010919,,,0.702,7,5,62.33
,,,,,,,,,,,62.33
-0.08,,0.62806,0.16434,-0.12398,0.102621,,,0.554,7,7,33.8
,,0.068179995,0.66597,0.1097,,,,1.118,1,4,36.6
,,,,,,,,,,,36.92
-0.03,,0.40543997,0.31279,-0.78383005,0.17539354,,,1.047,5,2,36.92
,,,,,,,,,,,36.92
0.1,,0.43258998,0.21555,0.14224,0.07591084,,5.28,0.824,3,3,22.54
1.97,,0.5182,0.27497,0.18691,5.7286825,,,0.364,3,6,28.07
,,,,,,,,,,,25.41
,,,,,,,,,,,25.41
0.08,,,0.27546,0.02257,0.11227092,,4.45,0.825,3,2,25.41
,,,,,,,,,,,25.41
,,,,,,,,,,,25.41
40.4,,0.00588,0.93469,0.124469995,7.158637,,,1.286,6,6,20.66
2019.4,,0.19309,0.25211,0.12833999,4.8672185,,,0.307,10,8,23.32
0.08,,,0.58544,0.06252,0.19888814,,1.6,1.095,6,6,26.3
3.88,,0.03312,0.45,0.11184,0.0026737424,,,0.109,9,9,35.77
572.27,213.19,0.03312,0.45,0.11184,0.39245364,,3.49,0.109,9,9,35.77
,,,,,,,,,,,35.77
,,,,,,,,,,,35.77
,,0.0026699998,0.86056,0.18167,,,,0.629,7,9,23.6
3.55,,0.03312,0.45,0.11184,0.00237734,,3.58,0.109,9,9,35.77
,,,,,,,,,,,21.28
4.76,5.1,0.41334,0.22927,0.16540001,4.257575,,3.92,0.057,,,17.05
,,,,,,,,,,,52.94
,,,,,,,,,,,52.94
,,,,,,,,,,,52.94
,,,,,,,,,,,52.94
,,,,,,,,,,,52.94
0.07,,,0.34140998,0.0187,0.026322719,,9.91,0.709,6,2,52.94
,,,,,,,,,,,52.94
,,,,,,,,,,,36.6
,,,,,,,,,,,36.6
,,,,,,,,,,,36.6
,,,,,,,,,,,36.6
0.56,,0.59553003,0.20715,0.15075,0.09839835,,4.45,0.613,6,5,21.67
,,,,,,,,,,,21.67
,,,,,,,,,,,21.67
,,,,,,,,,,,21.67
,,,,,,,,,,,21.67
,,,,,,,,,,,19.32
,,,,,,,,,,,49.09
13.08,11.87,0.00904,0.91455,0.1673,3.6342466,,1.45,0.917,4,5,22.77
,,,,,,,,,,,22.77
,,,,,,,,,,,22.77
,,,,,,,,,,,22.77
,,,,,,,,,,,22.77
-0.29,,0.054109998,0.52679,0.03061,0.8802351,,,0.803,2,2,20.75
-0.29,1.15,0.054109998,0.52679,0.03061,0.87948334,,4.62,0.803,2,2,20.75
0.762,,0.014680001,0.080340005,0.90476996,12.790306,,,0.668,,,22.69
,,,,,,,,,,,59.24
0.58,,0.00161,0.80847,0.0109399995,2.3327174,,2.75,0.42,5,3,21.63
3.695,,0.00161,0.80847,0.0109399995,2.6013176,,,0.42,5,3,21.63
,,,,,,,,,,,21.63
,,,,,,,,,,,21.63
,,,,,,,,,,,21.63
,,,,,,,,,,,21.63
3.28,4.08,0.35,0.2982,0.19471,1.2330003,,2.02,0.292,3,4,15.22
0.34,,0.28354,0.14097,0.07794,0.23691948,,4.14,0.552,1,1,23.68
0.09,,,0.56013,0.14767,0.3960874,,,0.572,7,4,38.31
0.31,,0.28354,0.14097,0.07794,0.21484122,,4.38,0.552,1,1,23.68
,,,,,,,,,,,23.68
,,,,,,,,,,,23.68
,,,,,,,,,,,23.68
,,,,,,,,,,,23.68
1.89,,0.12453,0.319,0.22283001,0.5864853,,,0.57,,,23.53
,,,,,,,,,,,23.53
,,,,,,,,,,,23.53
,,,,,,,,,,,23.53
1.89,1.27,8.0000005e-05,0.37383,0.22283001,0.5840586,,,0.57,,,23.31
,,,,,,,,,,,23.31
,,,,,,,,,,,23.31
,,,,,,,,,,,23.31
1.39,,0.00248,0.54534,0.01455,0.14561647,,3.99,0.733,2,2,32.19
,,,,,,,,,,,32.19
46.34,,0.00099,0.83943003,0.11821,62.630047,,2.38,0.412,3,5,26.17
,,,,,,,,,,,22.54
0.09,,0.43258998,0.21555,0.14224,0.06848745,,6.87,0.824,3,3,22.54
,,,,,,,,,,,22.54
1.76,1.47,0.29393,0.65693,0.09604,0.6289696,,1.93,1.689,4,7,17.03
1.61,,0.29393,0.65693,0.09604,0.578125,,,1.689,4,7,17.03
4.07,4.41,0.00261,0.99057,0.09061,0.83360803,,3.71,0.662,6,10,28.87
,,,,,,,,,,,28.87
,,,,,,,,,,,28.87
,,,,,,,,,,,28.87
,,,,,,,,,,,28.87
1.63,,0.02034,0.27658,0.06327,0.006464361,,4.44,0.362,5,7,17.72
1.64,,0.02034,0.27658,0.06327,0.00640265,,4.46,0.362,5,7,17.72
,,,,,,,,,,,17.72
,,,,,,,,,,,17.72
,,,,,,,,,,,17.72
,,,,,,,,,,,17.72
,,,,,,,,,,,17.72
,,,,,,,,,,,17.72
8.52,9.06,0.01623,0.78766996,0.33426,6.7136374,,1.75,0.658,1,1,13.97
0.16,,,0.5747,0.07745,0.09787539,,4.74,0.62,3,3,56.33
1.11,2.25,0.00373,0.99595,0.05158,1.3026937,,,1.505,1,2,27.09
1.267,,0.00373,0.99595,0.05158,1.7577437,,,1.505,1,2,27.09
3.956,,0.0055400003,0.42549,0.16302,,,,0.464,1,3,28.31
3.21,,0.0055400003,0.42549,0.16302,6.15785,,1.9,0.464,1,3,28.31
5.32,6.78,0.0055400003,0.42549,0.16302,10.017605,,1.58,0.464,1,3,28.31
5.23,3.26,0.111540005,0.48527,0.05567,0.7566481,,3.1,1.424,2,3,21.91
2.53,,0.00099,0.83943003,0.11821,3.4521828,,2.31,0.412,3,5,26.17
2.55,,0.00099,0.83943003,0.11821,3.4500675,,2.36,0.412,3,5,26.17
2.409,,0.00099,0.83943003,0.11821,3.859896,,,0.412,3,5,26.17
2.55,,0.00099,0.83943003,0.11821,3.4126775,,,0.412,3,5,26.17
,,,,,,,,,,,26.17
,,,,,,,,,,,26.17
,,,,,,,,,,,22.93
7.86,2.7,0.67477995,0.07311,0.09435,0.49986136,,3.17,0.131,9,10,22.93
7.86,,0.67477995,0.07311,0.09435,0.5047963,,3.18,0.131,9,10,22.93
7.86,,0.67477995,0.07311,0.09435,0.5047939,,3.16,0.131,9,10,22.93
1.4,,0.59962004,0.075679995,0.02019,0.5596484,,3.18,0.063025,9,9,22.93
,,,,,,,,,,,22.93
,,,,,,,,,,,22.93
61.97,,0.0076099997,0.88315004,0.12658,23.345284,,2.27,0.98,10,10,23.09
3.41,,0.0076099997,0.88315004,0.12658,1.3001392,,,0.98,10,10,23.09
3.39,,0.0076099997,0.88315004,0.12658,1.3001217,,2.22,0.98,10,10,23.09
-4.33,0.36,0.04264,0.85422,-0.25062,0.051983092,,,1.97,6,6,14.53
2.15,,0.00478,0.86716,0.08093,1.1083131,,,0.406,8,8,30.83
9.647,,0.0015199999,0.83449996,0.18937,2.333708,,,1.244,5,7,33.91
151.32,,0.0015199999,0.83449996,0.18937,40.77551,,2.56,1.244,5,7,33.91
-3.67,,0.00041,0.21628,,,,13.64,,,,47.35
5.89,11.12,0.46,0.30464,0.02792,0.32419702,,2.7,1.549,5,7,18.91
,,,,,,,,,,,18.91
6.266,,0.46,0.30464,0.02792,0.32320845,,,1.549,5,7,18.91
,,,,,,,,,,,18.91
,,,,,,,,,,,18.91
5.89,14.64,0.46,0.30464,0.02792,0.32245868,,2.7,1.549,5,7,18.91
-0.25,1.1,0.35874,0.31250998,-0.0113699995,0.7503848,,2.36,1.007,3,3,34.24
0.01,,0.02754,0.07184,0.081879996,0.21122348,,,0.727,5,9,23.71
54.511,,0.0189,0.8987,0.28589,,,,0.19,5,8,36.07
0.169,,0.59981,0.39553002,0.05388,1.4728823,,,1.833,8,7,26.63
3.12,,0.24714,0.33908,0.04478,0.84253734,,0.69,0.874,7,9,22.96
4.2,4.56,0.24714,0.33908,0.04478,1.1396351,,0.69,0.874,7,9,22.96
-14.55,,0.32266998,0.4131,-1.5274,4.662888,,6.44,1.52,4,8,7.86
-14.55,4.0,0.32266998,0.4131,-1.5274,4.6119576,,6.43,1.52,4,8,7.86
-24.17,2.35,0.53795,0.24872999,-0.62539,0.007043051,,7.21,0.83,8,8,21.11
2.21,,0.67099,0.09779,0.27028,1.8386146,,5.4,1.532,7,8,22.67
,,,,,,,,,,,31.55
,,,,,,,,,,,31.55
,,,,,,,,,,,31.55
,,,,,,,,,,,31.55
5.66,,0.0054,0.35915002,0.18611999,2.1382632,,6.55,0.657,5,5,31.55
,,,,,,,,,,,31.55
,,,,,,,,,,,31.55
1.22,184.42,0.00932,0.69588,0.10090999,3.9184797,,1.61,0.709,6,2,20.87
1.22,,0.00932,0.69588,0.10090999,3.8998613,,1.6,0.709,6,2,20.87
1.41,1.81,0.24308,0.39946997,0.01958,0.14173906,,2.83,0.487,7,6,21.59
,,,,,,,,,,,20.6
,,,,,,,,,,,20.6
3.98,,0.0046900003,0.73267,0.09093001,1.5268633,,2.56,1.35,7,8,20.6
,,,,,,,,,,,20.6
,,,,,,,,,,,20.6
1.43,,0.00932,0.69588,0.10090999,4.5322666,,1.61,0.709,6,2,20.87
1.025,,0.77658,0.0367,0.05237,0.8049541,,,0.702,7,5,62.33
0.23,,0.63046,0.11936,0.090179995,0.10242182,,4.28,0.671,7,6,44.36
,,,,,,,,,,,44.36
,,,,,,,,,,,44.36
,,,,,,,,,,,44.36
,,,,,,,,,,,44.36
0.41,0.46,0.61188,0.11571,0.051119998,0.7581903,,2.8,0.37,8,8,44.29
2.37,3.05,0.11106,0.45397,0.1437,2.618477,,1.47,0.143,6,4,29.96
5.8,0.72,0.08022001,0.81198,0.12209,2.2119906,,2.55,2.518,9,8,20.71
-217.488,,0.00753,0.70579004,0.01944,9.786176,,,2.595,9,6,25.94
0.19,,,0.14754,0.10457,7.9181857,,7.35,0.837,,,27.2
9.93,12.38,0.00148,0.73796,0.106520005,3.3361595,,1.34,1.195,1,3,9.84
,,,,,,,,,,,9.84
,,,,,,,,,,,9.84
,,,,,,,,,,,9.84
,,,,,,,,,,,9.84
,,,,,,,,,,,9.84
