trailingEps,forwardEps,heldPercentInsiders,heldPercentInstitutions,profitMargins,priceToSalesTrailing12Months,fiveYearAvgDividendYield,beta,overallRisk,boardRisk,ESG_score
5.32,6.78,0.00554,0.42549,0.16302,10.017605,1.58,0.464,1,3,28.31
5.23,3.26,0.111540005,0.48527,0.05567,0.7566481,3.1,1.424,2,3,21.91
7.86,2.7,0.67477995,0.07311,0.09435,0.49986136,3.17,0.131,9,10,22.93
5.89,11.12,0.46,0.30464,0.02792,0.32419702,2.7,1.549,5,7,18.91
5.89,14.64,0.46,0.30464,0.02792,0.32245868,2.7,1.549,5,7,18.91
-0.25,1.1,0.35874,0.31250998,-0.01137,0.7503848,2.36,1.007,3,3,34.24
4.2,4.56,0.24714,0.33908,0.04478,1.1396351,0.69,0.874,7,9,22.96
-14.55,4,0.32266998,0.4131,-1.5274,4.6119576,6.43,1.52,4,8,7.86
-24.17,2.35,0.53795,0.24872999,-0.62539,0.007043051,7.21,0.83,8,8,21.11
1.22,184.42,0.00932,0.69588,0.10090999,3.9184797,1.61,0.709,6,2,20.87
1.41,1.81,0.24308,0.39946997,0.01958,0.14173906,2.83,0.487,7,6,21.59
0.41,0.46,0.61188,0.11571,0.051119998,0.7581903,2.8,0.37,8,8,44.29
2.37,3.05,0.11106,0.45397,0.1437,2.618477,1.47,0.143,6,4,29.96
5.8,0.72,0.08022001,0.81198,0.12209,2.2119906,2.55,2.518,9,8,20.71
9.93,12.38,0.00148,0.73796,0.106520005,3.3361595,1.34,1.195,1,3,9.84
2.35,2.95,0.35579,0.5478,0.08262,1.2627583,3.15,0.228,4,2,23.5
2.77,2.88,0.00458,0.97486997,0.11887,2.0858095,2.81,0.374,3,5,21.7
0.57,0.62,0.29673,0.31213,0.19543,2.486609,2.03,0.719,8,5,33.97
4.74,18.98,0.00396,0.86143,0.02158,1.0962002,2.65,1.038,8,7,19.3
-0.05,1.27,0.07846,0.60532004,-0.00343,0.913745,4.25,2.55,10,10,24.49
96.75,97.29,0.014450001,0.53319,0.12375,6.159582,1.07,0.298,1,1,23.67
1.27,1.76,0.24223,0.56114,0.04763,0.8148415,0.96,0.601,10,7,30.19
1139.55,1309.75,0.11528,0.48516,0.04512,0.66941893,4.26,0.36,3,4,22.8
5.19,9.79,0.10745,0.81821,0.19941,7.1309896,0.38,0.86,7,10,11.86
4,12.39,0.00312,0.89315003,0.06444,3.2391627,1.33,0.445,10,10,23.82
3.35,6.17,0.69705003,0.12802,0.11158,9.488878,0.5,0.593,7,6,14.91
2.28,4.13,0.00135,0.74511003,0.13854,2.5742726,4.41,0.608,3,6,26.4
3.32,3.87,0.02902,0.46886003,0.16627,5.1755548,0.33,0.574,3,4,21.66
0.62,1.16,0.2573,0.53723997,0.03105,1.366002,0.74,0.338,2,2,21.71
313.07,129.95,0.08434,0.68044,0.19243,3.8915408,0.62,0.351,4,3,26.59
10.32,9.6,0.03918,1.00891,0.0806,1.1935904,2.18,1.574,6,7,17.43
7.81,13.67,0.18565,0.40252998,0.060900003,93.31004,1.45,1.061,4,2,18.25
8.04,12.39,0.13761,0.8046,0.27164,10.956963,0.84,1.268,4,2,15.82
-6.79,1.32,0.86867994,0.04137,-1.5058701,4.0332074,1.62,0.591,5,7,13.25
-6.79,-0.91,0.86867994,0.04137,-1.5058701,4.0354247,1.62,0.591,5,7,13.25
10.65,11.5,0.22241,0.50659,0.045289997,0.44520974,2.2,1.172,3,5,34.97
3.57,3.36,0.00088,0.31042,0.13804,1.7983898,4.67,0.282,4,2,33.81
247.69,171.18,0.53968,0.28975,0.05806,546.00006,6.61,0.374,6,7,22.17
21.01,21.21,0.70919,0.087419994,0.21059999,6.961139,2.12,0.622,7,4,35.45
1.31,1.08,0.168,0.26773,0.37741002,3.7881413,8.68,0.554,2,2,14.8
1.84,1.82,0.70125,0.10408,0.0296,0.69702,7.65,0.584,1,2,16.06
0.6,0.73,0.23586,0.30638,0.040960003,0.6693507,5.57,0.946,1,1,21.64
0.55,0.67,0.23586,0.30638,0.040960003,0.6050053,5.47,0.946,1,1,21.64
84.11,77.6,0.03926,0.41049,0.01827,0.15489486,4.71,0.482,3,5,31.71
1.4,2.22,0.32426998,0.20415,0.050040003,0.47919488,6.47,1.066,2,2,28.99
160.78,148.4,0.25014,0.37014,0.28757,38.481895,2.82,1.579,3,4,14.49
-7.94,5.82,0.00265,0.64492,-0.10042,0.712145,2.47,0.366,3,3,16.54
-0.7,0.54,0.00265,0.64492,-0.10042,0.06259521,2.51,0.366,3,3,16.54
2.15,3.27,0.00208,0.8536,0.10715,1.5425295,3.4,0.605,3,1,22.86
12.11,14.99,0.58981,0.24403,0.06033,0.8654274,4.59,0.808,4,6,29.32
2.04,1.2,0.46791,0.36036998,0.060060002,0.583139,4.97,0.775,7,9,24.73
1.23,2.54,0.41696998,0.60412,0.03372,0.5885205,4.09,2.223,3,5,15.59
1.18,0.99,0.29756,0.30087,0.06348,0.88962215,2.36,0.533,2,6,28.58
1.53,2.26,0.0225,0.45051998,0.16249001,2.8035614,5.03,0.261,10,8,16.81
2.17,5.46,0.08663,0.46833,0.10353,0.7840418,6.41,1.545,2,2,18.6
3.46,9.64,0.008450001,0.92859,0.10215,3.1653051,0.53,0.968,7,8,20.87
17.43,22.07,0.63453,0.21572,0.1283,9.129945,0.88,0.33,6,6,28.39
85.22,23.11,0.47518003,0.22964,0.04438,1.1798092,0.53,0.548,10,10,43.12
85.24,41.74,0.47518003,0.22964,0.04438,1.1457231,0.53,0.548,10,10,43.12
0.19,1.45,0.01197,0.84828,0.04617,278.39877,10.6,0.811,3,3,11.14
1.72,115,0.00135,0.62605,0.19673,3.465271,2.22,0.326,1,1,19.3
1.72,143.28,0.00135,0.62605,0.19673,3.4776397,2.22,0.326,1,1,19.3
-0.01,2.08,0.20104,0.6027,-0.21301001,5.4666076,7.94,2.28,8,3,10.54
243.93,275.47,0.03754,0.34063998,0.05941,1.086045,1.27,0.114,4,3,27.9
0.69,62.55,0.25767002,0.5387,0.4005,4.4983835,3.32,0.616,3,2,19.56
4.48,3.37,0.00811,0.89397,0.12106,0.87647456,2.53,1.435,5,5,14.98
-181.55,44.15,0.52833,0.15053001,-0.06774,0.18722923,2.1,0.997,6,6,30.22
854.71,641.38,0.04271,0.44057998,0.08027001,1.2029757,1.98,0.727,1,1,30.63
6.95,9.23,0.75714,0.09236,0.01883,0.2894069,5.28,1.261,8,7,24.72
5.35,6.17,0.09719,0.36018002,0.113299996,1.6112707,4.28,1.059,2,4,25.6
1.26,1.4,0.0026,0.93214995,0.105450004,1.8750755,3.25,0.928,6,3,28.73
0.89,0.95,0.00266,0.44338,0.41759998,2.0319047,5.98,0.593,2,3,25.47
0.13,0.32,0.05,0.32685003,0.01914,0.58811224,6.97,0.393,8,9,49.7
0.44,1,0.12841,0.38009998,0.035889998,0.5312045,4.51,0.694,10,10,47.53
0.72,0.45,0.00245,0.44282,0.097349994,1.399157,4.03,0.563,2,3,21.94
0.72,0.5,0.00245,0.44282,0.097349994,1.4029833,4.04,0.563,2,3,21.94
-17.01,3.4,0.00372,0.74142,-0.82003,1.2316391,7.98,1.19,5,7,7.24
59.47,37.94,0.0232,0.53394,0.30733,5.49691,0.99,0.816,1,1,23.96
1.89,2.16,0.64352,0.14847,0.14969,4.251722,1.98,1.08,3,6,12.5
2.28,1.03,0.00031,0.56229,0.18655,2.6144004,1.06,1.763,1,2,14.81
-21.17,6.6,0.01883,0.71709996,-1.14529,3.9194553,3.03,0.818,1,1,6.75
2.39,3.49,0.4768,0.14812,0.089949995,1.8533436,1.74,0.988,8,7,23.65
48.77,4.28,0.4768,0.14812,0.089949995,3786.6277,1.64,0.988,8,7,23.65
58.98,67,0.15981,0.46914002,0.15912,364.5908,2.12,0.556,2,2,13.08
0.25,56.49,0.00584,0.79694,0.13136,3.5199575,2.92,1.097,6,3,10.21
5.03,75.6,0.10937,0.53113997,0.4164,1306.7542,5.82,1.095,4,1,17.32
2.04,2.01,4.00E-05,0.50763,0.23487,2.6775844,5.63,1.607,1,1,23.18
2.04,1.16,4.00E-05,0.50763,0.23487,2.672718,5.65,1.607,1,1,23.18
287.09,286.96,0.30607998,0.37498,0.17155,1.3153497,3.76,0.907,8,7,36.14
0.79,5.63,0.00499,0.84142,0.01523,0.6122343,4.74,0.963,5,9,24.47
9.77,18.87,0.028719999,0.88018996,0.18351999,11.693121,0.62,1.215,1,1,16.41
0.73,76.18,0.05154,0.73612,0.4164,1.4281961,6.28,1.095,4,1,17.32
34.02,20.85,0.7339,0.13873,0.059970003,0.28333494,6.81,0.771,7,6,41.92
0.39,0.46,0.050630003,0.31792998,0.32716,2.4969804,7.2,1.331,1,3,12.16
4.7,5.08,0.00676,0.97619003,0.17265,5.324895,1.11,0.664,7,7,18.66
1.14,216.99,0.00566,0.6929,0.012660001,0.25475255,3.3,0.962,2,3,22.83
